storm_id,year,timestamp_utc,source_file,source_page,source_table,source_row,reason,raw_date,raw_time,latitude,longitude
NIO_2004_UNNAMED_29,2004,,27_be26e0_35_2bd72b_2004.pdf,29,OCR_PAGE_29,17.0,MISSING_TIMESTAMP,09-05-2004,,17.5,89.9
NIO_2004_UNNAMED_38,2004,,27_be26e0_35_2bd72b_2004.pdf,38,OCR_PAGE_38,5.0,MISSING_TIMESTAMP,09-05-2004,,16.0,69.0
NIO_2004_UNNAMED_38,2004,,27_be26e0_35_2bd72b_2004.pdf,38,OCR_PAGE_38,7.0,MISSING_TIMESTAMP,09-05-2004,,16.5,68.5
NIO_2004_UNNAMED_38,2004,,27_be26e0_35_2bd72b_2004.pdf,38,OCR_PAGE_38,11.0,MISSING_TIMESTAMP,09-05-2004,,19.5,66.5
NIO_2004_UNNAMED_38,2004,,27_be26e0_35_2bd72b_2004.pdf,38,OCR_PAGE_38,14.0,MISSING_TIMESTAMP,09-05-2004,,21.0,66.5
NIO_2004_UNNAMED_38,2004,,27_be26e0_35_2bd72b_2004.pdf,38,OCR_PAGE_38,16.0,MISSING_TIMESTAMP,09-05-2004,,21.58,67.0
NIO_2004_UNNAMED_44,2004,2004-10-02T03:00:00+00:00,27_be26e0_35_2bd72b_2004.pdf,44,OCR_PAGE_44,10.0,INVALID_OR_MISSING_COORDINATES,02-10-2004,0300,,
NIO_2004_UNNAMED_44,2004,2004-10-02T06:00:00+00:00,27_be26e0_35_2bd72b_2004.pdf,44,OCR_PAGE_44,11.0,INVALID_OR_MISSING_COORDINATES,02-10-2004,0600,,
NIO_2004_UNNAMED_44,2004,2004-10-02T09:00:00+00:00,27_be26e0_35_2bd72b_2004.pdf,44,OCR_PAGE_44,12.0,INVALID_OR_MISSING_COORDINATES,02-10-2004,0900,,
NIO_2004_UNNAMED_44,2004,2004-10-02T12:00:00+00:00,27_be26e0_35_2bd72b_2004.pdf,44,OCR_PAGE_44,13.0,INVALID_OR_MISSING_COORDINATES,02-10-2004,1200,,
NIO_2004_UNNAMED_44,2004,2004-10-02T15:00:00+00:00,27_be26e0_35_2bd72b_2004.pdf,44,OCR_PAGE_44,14.0,INVALID_OR_MISSING_COORDINATES,02-10-2004,1500,13.0855,
NIO_2004_UNNAMED_44,2004,2004-10-02T18:00:00+00:00,27_be26e0_35_2bd72b_2004.pdf,44,OCR_PAGE_44,15.0,INVALID_OR_MISSING_COORDINATES,02-10-2004,1800,,
NIO_2004_UNNAMED_44,2004,2004-10-02T21:00:00+00:00,27_be26e0_35_2bd72b_2004.pdf,44,OCR_PAGE_44,16.0,INVALID_OR_MISSING_COORDINATES,02-10-2004,2100,,
NIO_2004_UNNAMED_44,2004,2004-10-03T03:00:00+00:00,27_be26e0_35_2bd72b_2004.pdf,44,OCR_PAGE_44,25.0,INVALID_OR_MISSING_COORDINATES,03-10-2004,0300,,
NIO_2004_UNNAMED_44,2004,2004-10-03T09:00:00+00:00,27_be26e0_35_2bd72b_2004.pdf,44,OCR_PAGE_44,19.0,INVALID_OR_MISSING_COORDINATES,03-10-2004,0900,,
NIO_2004_UNNAMED_44,2004,2004-10-03T12:00:00+00:00,27_be26e0_35_2bd72b_2004.pdf,44,OCR_PAGE_44,20.0,INVALID_OR_MISSING_COORDINATES,03-10-2004,1200,,
NIO_2004_UNNAMED_44,2004,2004-10-03T21:00:00+00:00,27_be26e0_35_2bd72b_2004.pdf,44,OCR_PAGE_44,23.0,INVALID_OR_MISSING_COORDINATES,03-10-2004,2100,,
NIO_2004_UNNAMED_44,2004,,27_be26e0_35_2bd72b_2004.pdf,44,OCR_PAGE_44,18.0,MISSING_TIMESTAMP,03-10-2004,8800,,
NIO_2004_UNNAMED_52,2004,,27_be26e0_35_2bd72b_2004.pdf,52,OCR_PAGE_52,8.0,MISSING_TIMESTAMP,03-10-2004,,6.0,60.08
NIO_2004_UNNAMED_52,2004,,27_be26e0_35_2bd72b_2004.pdf,52,OCR_PAGE_52,9.0,MISSING_TIMESTAMP,03-10-2004,,55.08,7.59
NIO_2005_IN,2005,2005-01-15T06:00:00+00:00,27_684961_rsmc-2005 .pdf,18,Table 2.1.1,5.0,INVALID_OR_MISSING_COORDINATES,15-01-2005,0600,5.5,
NIO_2005_IN,2005,2005-01-15T09:00:00+00:00,27_684961_rsmc-2005 .pdf,18,Table 2.1.1,6.0,INVALID_OR_MISSING_COORDINATES,15-01-2005,0900,5.5,
NIO_2005_IN,2005,2005-01-15T12:00:00+00:00,27_684961_rsmc-2005 .pdf,18,Table 2.1.1,7.0,INVALID_OR_MISSING_COORDINATES,15-01-2005,1200,5.5,
NIO_2005_IN,2005,2005-01-17T00:00:00+00:00,27_684961_rsmc-2005 .pdf,18,Table 2.1.1,19.0,INVALID_OR_MISSING_COORDINATES,17-01-2005,0000,5.5,
NIO_2005_UNNAMED_2_7_1,2005,2005-09-19T03:00:00+00:00,27_684961_rsmc-2005 .pdf,38,Table 2.7.1,11.0,INVALID_OR_MISSING_COORDINATES,19.09.2005,0300,18.5,
NIO_2006_UNNAMED_2_4_1,2006,2006-08-03T00:00:00+00:00,27_b1dd60_rsmc-2006 .pdf,36,Table 2.4.1,8.0,INVALID_OR_MISSING_COORDINATES,03-08-006,0000,,2.0
NIO_2007_UNNAMED_2_11_1,2007,,27_82fddf_rsmc-2007.pdf,75,Table 2.11.1,10.0,MISSING_TIMESTAMP,29-10-007,0000,11.5,66.0
NIO_2007_UNNAMED_2_11_1,2007,,27_82fddf_rsmc-2007.pdf,75,Table 2.11.1,11.0,MISSING_TIMESTAMP,29-10-007,0300,11.5,65.5
NIO_2010_UNNAMED_2_8_1,2010,,27_7aaf4d_rsmc-2010.pdf,103,Table 2.8.1,1.0,MISSING_TIMESTAMP,"07-12-
2010",0300,14.0,82.0
NIO_2010_UNNAMED_2_8_1,2010,,27_7aaf4d_rsmc-2010.pdf,103,Table 2.8.1,2.0,MISSING_TIMESTAMP,,0600,14.5,82.0
NIO_2010_UNNAMED_2_8_1,2010,,27_7aaf4d_rsmc-2010.pdf,103,Table 2.8.1,3.0,MISSING_TIMESTAMP,,1200,15.0,81.5
NIO_2010_UNNAMED_2_8_1,2010,,27_7aaf4d_rsmc-2010.pdf,103,Table 2.8.1,4.0,MISSING_TIMESTAMP,,1800,15.5,81.0
NIO_2010_UNNAMED_2_8_1,2010,,27_7aaf4d_rsmc-2010.pdf,103,Table 2.8.1,6.0,MISSING_TIMESTAMP,"08-12-
2010",0000,16.0,80.0
NIO_2011_UNNAMED_2_9_1,2011,2011-11-27T18:00:00+00:00,27_2f6165_rsmc-2011.pdf,107,Table 2.9.1,9.0,INVALID_OR_MISSING_COORDINATES,27-11-2011,1800,,1.5
NIO_2012_NILAM,2012,2012-10-31T00:00:00+00:00,27_2138f3_rsmc-2012.pdf,93,Table 2.3.1,17.0,INVALID_OR_MISSING_COORDINATES,31-10-2012,0000,,3.0
NIO_2013_IS,2013,,27_14ab8f_rsmc-2013.pdf,99,Table 2.7.1,1.0,MISSING_TIMESTAMP,,0000,11.5,86.5
NIO_2013_IS,2013,,27_14ab8f_rsmc-2013.pdf,99,Table 2.7.1,2.0,MISSING_TIMESTAMP,,0300,11.5,86.0
NIO_2018_TITLI,2018,2018-10-11T00:00:00+00:00,27_60dae9_rsmc-2018.pdf,191,Table 2.12.1,22.0,INVALID_OR_MISSING_COORDINATES,11/10/2018,0000,18.8,
NIO_2018_VISAKHAPATNAM,2018,2018-12-16T09:00:00+00:00,27_60dae9_rsmc-2018.pdf,253,Table 2.14.1,21.0,INVALID_OR_MISSING_COORDINATES,16/12/2018,0900,,83.6
NIO_2018_VISAKHAPATNAM,2018,2018-12-17T09:00:00+00:00,27_60dae9_rsmc-2018.pdf,254,Table 2.14.1,8.0,INVALID_OR_MISSING_COORDINATES,17/12/2018,0900,16.7,
NIO_2018_VISAKHAPATNAM,2018,2018-12-17T12:00:00+00:00,27_60dae9_rsmc-2018.pdf,254,Table 2.14.1,9.0,INVALID_OR_MISSING_COORDINATES,17/12/2018,1200,16.9,
NIO_2018_VISAKHAPATNAM,2018,2018-12-17T15:00:00+00:00,27_60dae9_rsmc-2018.pdf,254,Table 2.14.1,11.0,INVALID_OR_MISSING_COORDINATES,17/12/2018,1500,17.3,
NIO_2018_VISAKHAPATNAM,2018,2018-12-17T18:00:00+00:00,27_60dae9_rsmc-2018.pdf,254,Table 2.14.1,12.0,INVALID_OR_MISSING_COORDINATES,17/12/2018,1800,17.5,
NIO_2021_JAWAD,2021,2021-12-05T09:00:00+00:00,27_81bdf0_RSMC Report 2021.pdf,208,,11.0,INVALID_OR_MISSING_COORDINATES,05.12.21,0900,,86.2
NIO_2021_UNNAMED_2_10_1,2021,,27_81bdf0_RSMC Report 2021.pdf,195,Table 2.10.1,1.0,MISSING_TIMESTAMP,18.112021,0300,11.0,82.3
NIO_2021_UNNAMED_2_10_1,2021,,27_81bdf0_RSMC Report 2021.pdf,195,Table 2.10.1,2.0,MISSING_TIMESTAMP,,0600,11.2,81.7
NIO_2021_UNNAMED_2_10_1,2021,,27_81bdf0_RSMC Report 2021.pdf,195,Table 2.10.1,3.0,MISSING_TIMESTAMP,,1200,11.8,80.9
NIO_2021_UNNAMED_2_10_1,2021,,27_81bdf0_RSMC Report 2021.pdf,195,Table 2.10.1,4.0,MISSING_TIMESTAMP,,1800,12.2,80.5
NIO_2022_NO,2022,2022-08-21T18:00:00+00:00,27_501da8_RSMC full report 2022 13 Jan.pdf,166,Table 2.10.1,17.0,INVALID_OR_MISSING_COORDINATES,21.08.22,1800,,79.8
NIO_2023_HAMOON,2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,181,Table 2.8.1,1.0,MISSING_TIMESTAMP,21.10.23,(1U8T0C0 ),14.7,86.4
NIO_2023_MOCHA,2023,2023-05-12T15:00:00+00:00,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,66,Table 2.3.1,21.0,INVALID_OR_MISSING_COORDINATES,12.05.23,1500,,88.7
NIO_2023_UNNAMED_2_2_1,2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,45,Table 2.2.1,16.0,MISSING_TIMESTAMP,01.02.23,,,
NIO_2024_LAT,2024,,27_a7fb96_27_ef4e32_RSMC-Report2024-for upload.pdf,136,Table 2.6.1,7.0,MISSING_TIMESTAMP,31.08.24,,,
,2005,,27_684961_rsmc-2005 .pdf,11,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2005,,27_684961_rsmc-2005 .pdf,14,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2005,,27_684961_rsmc-2005 .pdf,14,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2005,,27_684961_rsmc-2005 .pdf,15,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2005,,27_684961_rsmc-2005 .pdf,15,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2006,,27_b1dd60_rsmc-2006 .pdf,15,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2006,,27_b1dd60_rsmc-2006 .pdf,15,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2006,,27_b1dd60_rsmc-2006 .pdf,16,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2006,,27_b1dd60_rsmc-2006 .pdf,16,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2007,,27_82fddf_rsmc-2007.pdf,18,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2007,,27_82fddf_rsmc-2007.pdf,19,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2007,,27_82fddf_rsmc-2007.pdf,19,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2007,,27_82fddf_rsmc-2007.pdf,19,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2007,,27_82fddf_rsmc-2007.pdf,81,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2007,,27_82fddf_rsmc-2007.pdf,81,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2007,,27_82fddf_rsmc-2007.pdf,96,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2007,,27_82fddf_rsmc-2007.pdf,97,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2007,,27_82fddf_rsmc-2007.pdf,97,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2007,,27_82fddf_rsmc-2007.pdf,98,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2008,,27_56679c_rsmc-2008.pdf,21,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2008,,27_56679c_rsmc-2008.pdf,23,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2008,,27_56679c_rsmc-2008.pdf,24,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2008,,27_56679c_rsmc-2008.pdf,24,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2008,,27_56679c_rsmc-2008.pdf,24,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2008,,27_56679c_rsmc-2008.pdf,73,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2008,,27_56679c_rsmc-2008.pdf,73,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2008,,27_56679c_rsmc-2008.pdf,87,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2008,,27_56679c_rsmc-2008.pdf,87,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2008,,27_56679c_rsmc-2008.pdf,88,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2008,,27_56679c_rsmc-2008.pdf,88,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2008,,27_56679c_rsmc-2008.pdf,89,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2008,,27_56679c_rsmc-2008.pdf,90,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2008,,27_56679c_rsmc-2008.pdf,90,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2008,,27_56679c_rsmc-2008.pdf,95,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2008,,27_56679c_rsmc-2008.pdf,95,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2008,,27_56679c_rsmc-2008.pdf,96,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2008,,27_56679c_rsmc-2008.pdf,96,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2008,,27_56679c_rsmc-2008.pdf,98,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2008,,27_56679c_rsmc-2008.pdf,98,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2008,,27_56679c_rsmc-2008.pdf,99,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2008,,27_56679c_rsmc-2008.pdf,99,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2008,,27_56679c_rsmc-2008.pdf,101,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2009,,27_4e34f3_rsmc-2009.pdf,27,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2009,,27_4e34f3_rsmc-2009.pdf,27,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2009,,27_4e34f3_rsmc-2009.pdf,28,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2009,,27_4e34f3_rsmc-2009.pdf,29,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2009,,27_4e34f3_rsmc-2009.pdf,29,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2009,,27_4e34f3_rsmc-2009.pdf,29,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2009,,27_4e34f3_rsmc-2009.pdf,41,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2009,,27_4e34f3_rsmc-2009.pdf,49,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2009,,27_4e34f3_rsmc-2009.pdf,53,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2009,,27_4e34f3_rsmc-2009.pdf,53,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2009,,27_4e34f3_rsmc-2009.pdf,54,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2009,,27_4e34f3_rsmc-2009.pdf,54,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2009,,27_4e34f3_rsmc-2009.pdf,55,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2009,,27_4e34f3_rsmc-2009.pdf,55,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2009,,27_4e34f3_rsmc-2009.pdf,55,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2009,,27_4e34f3_rsmc-2009.pdf,94,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2009,,27_4e34f3_rsmc-2009.pdf,100,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2009,,27_4e34f3_rsmc-2009.pdf,106,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2009,,27_4e34f3_rsmc-2009.pdf,106,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2009,,27_4e34f3_rsmc-2009.pdf,117,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2009,,27_4e34f3_rsmc-2009.pdf,117,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2009,,27_4e34f3_rsmc-2009.pdf,121,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,28,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,29,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,30,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,31,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,31,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,31,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,46,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,118,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,118,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,119,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,129,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,129,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,129,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,130,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,130,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,131,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,131,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,136,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,136,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,136,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,137,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,137,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,143,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,143,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,143,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,144,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,144,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,149,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,149,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,150,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,151,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,152,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,152,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,152,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,153,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,153,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,153,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,153,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,157,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,157,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,160,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2010,,27_7aaf4d_rsmc-2010.pdf,162,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2011,,27_2f6165_rsmc-2011.pdf,26,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2011,,27_2f6165_rsmc-2011.pdf,27,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2011,,27_2f6165_rsmc-2011.pdf,28,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2011,,27_2f6165_rsmc-2011.pdf,28,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2011,,27_2f6165_rsmc-2011.pdf,28,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2011,,27_2f6165_rsmc-2011.pdf,41,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2011,,27_2f6165_rsmc-2011.pdf,83,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2011,,27_2f6165_rsmc-2011.pdf,121,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2011,,27_2f6165_rsmc-2011.pdf,150,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2011,,27_2f6165_rsmc-2011.pdf,150,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2011,,27_2f6165_rsmc-2011.pdf,156,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2011,,27_2f6165_rsmc-2011.pdf,156,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2011,,27_2f6165_rsmc-2011.pdf,163,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2011,,27_2f6165_rsmc-2011.pdf,163,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2011,,27_2f6165_rsmc-2011.pdf,177,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2011,,27_2f6165_rsmc-2011.pdf,177,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2011,,27_2f6165_rsmc-2011.pdf,177,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2011,,27_2f6165_rsmc-2011.pdf,178,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2011,,27_2f6165_rsmc-2011.pdf,178,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2011,,27_2f6165_rsmc-2011.pdf,178,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2011,,27_2f6165_rsmc-2011.pdf,179,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2011,,27_2f6165_rsmc-2011.pdf,179,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2011,,27_2f6165_rsmc-2011.pdf,179,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2011,,27_2f6165_rsmc-2011.pdf,184,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2011,,27_2f6165_rsmc-2011.pdf,186,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2012,,27_2138f3_rsmc-2012.pdf,29,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2012,,27_2138f3_rsmc-2012.pdf,30,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2012,,27_2138f3_rsmc-2012.pdf,30,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2012,,27_2138f3_rsmc-2012.pdf,31,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2012,,27_2138f3_rsmc-2012.pdf,40,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2012,,27_2138f3_rsmc-2012.pdf,76,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2012,,27_2138f3_rsmc-2012.pdf,98,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2012,,27_2138f3_rsmc-2012.pdf,136,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2012,,27_2138f3_rsmc-2012.pdf,136,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2012,,27_2138f3_rsmc-2012.pdf,151,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2012,,27_2138f3_rsmc-2012.pdf,163,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2012,,27_2138f3_rsmc-2012.pdf,169,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2012,,27_2138f3_rsmc-2012.pdf,183,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2012,,27_2138f3_rsmc-2012.pdf,187,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2012,,27_2138f3_rsmc-2012.pdf,190,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2012,,27_2138f3_rsmc-2012.pdf,197,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2012,,27_2138f3_rsmc-2012.pdf,198,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2012,,27_2138f3_rsmc-2012.pdf,198,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2012,,27_2138f3_rsmc-2012.pdf,204,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2012,,27_2138f3_rsmc-2012.pdf,207,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2012,,27_2138f3_rsmc-2012.pdf,207,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2012,,27_2138f3_rsmc-2012.pdf,209,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2012,,27_2138f3_rsmc-2012.pdf,209,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2012,,27_2138f3_rsmc-2012.pdf,210,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2013,,27_14ab8f_rsmc-2013.pdf,26,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2013,,27_14ab8f_rsmc-2013.pdf,26,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2013,,27_14ab8f_rsmc-2013.pdf,29,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2013,,27_14ab8f_rsmc-2013.pdf,29,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2013,,27_14ab8f_rsmc-2013.pdf,29,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2013,,27_14ab8f_rsmc-2013.pdf,72,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2013,,27_14ab8f_rsmc-2013.pdf,73,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2013,,27_14ab8f_rsmc-2013.pdf,78,,,UNCERTAIN_TABLE_IDENTITY,,,,
,2013,,27_14ab8f_rsmc-2013.pdf,78,,,UNCERTAIN_TABLE_IDENTITY,,,,
